survey_id;vol_id;numero_vol;date_vol;route;courrier;classe;note_globale;note_confort;note_repas;note_divertissement;note_equipage;note_ponctualite;note_enregistrement;nps_categorie;recommandation;type_voyageur;programme_fidelite;nationalite
SAT-012335;VOL-017090;AF1192;2023-10-15;CDG → ZRH;Court-courrier;Économique;7.5;6.3;7.1;5.9;8.5;8.8;7.7;Passif;Non;Famille;Non inscrit;Française
SAT-012336;VOL-048850;AF7600;2025-04-10;CDG → MRS;Court-courrier;Économique;6.3;6.7;3.4;6.1;6.7;7.2;6.5;Détracteur;Oui;Affaires;Explorer;Américaine
SAT-012337;VOL-011313;AF1159;2023-07-10;CDG → FRA;Court-courrier;Économique;8.5;8.3;6.7;6.9;8.2;10.0;9.2;Passif;Oui;Famille;Non inscrit;Allemande
SAT-012338;VOL-001623;AF0286;2023-01-28;CDG → NRT;Long-courrier;Business;8.6;8.0;8.7;5.8;8.9;9.7;8.7;Passif;Oui;Solo;Gold;Allemande
SAT-012339;VOL-050134;AF7618;2025-04-30;CDG → NCE;Court-courrier;Économique;7.0;8.3;6.4;7.3;9.0;1.0;7.1;Passif;Oui;Affaires;Non inscrit;Britannique
SAT-012340;VOL-045466;AF1182;2025-02-09;CDG → MUC;Court-courrier;Business;7.6;8.8;6.6;7.0;7.3;8.2;6.9;Passif;Oui;Affaires;Gold;Japonaise
SAT-012341;VOL-008134;AF1176;2023-05-18;CDG → BCN;Court-courrier;Premium Éco;6.9;4.7;6.6;7.5;7.1;8.6;6.4;Détracteur;Non;Loisirs;Explorer;Chinoise
SAT-012342;VOL-031900;AF7618;2024-06-23;CDG → NCE;Court-courrier;Business;8.5;9.8;9.5;4.8;9.1;10.0;8.3;Passif;Oui;Solo;Silver;Autre
SAT-012343;VOL-009737;AF7134;2023-06-14;ORY → NCE;Court-courrier;Premium Éco;8.4;9.5;6.1;6.9;10.0;6.9;5.4;Passif;Oui;Solo;Non inscrit;Française
SAT-012344;VOL-018553;AF1278;2023-11-09;CDG → ABJ;Moyen-courrier;Économique;7.6;7.8;5.7;7.2;9.4;10.0;7.7;Passif;Oui;Affaires;Non inscrit;Allemande
SAT-012345;VOL-007609;AF0235;2023-05-09;CDG → ATL;Long-courrier;Économique;7.5;7.3;7.7;6.8;9.5;9.1;5.9;Passif;Oui;Famille;Platinum;Autre
SAT-012346;VOL-050054;AF0256;2025-04-29;CDG → BOG;Long-courrier;Économique;6.4;8.6;8.3;8.1;5.8;1.0;6.2;Détracteur;Oui;Solo;Silver;Française
SAT-012347;VOL-000237;AF1198;2023-01-04;CDG → CPH;Court-courrier;Économique;7.2;7.0;4.7;6.2;8.7;9.8;5.3;Passif;Peut-être;Affaires;Platinum;Britannique
SAT-012348;VOL-017770;AF7626;2023-10-27;CDG → NTE;Court-courrier;Économique;9.4;7.5;10.0;9.0;9.4;10.0;8.7;Promoteur;Oui;Famille;Non inscrit;Autre
SAT-012349;VOL-048102;AF1263;2025-03-26;CDG → CMN;Court-courrier;Économique;8.2;5.5;7.1;9.6;8.9;9.2;6.6;Passif;Oui;Solo;Silver;Américaine
SAT-012350;VOL-030760;AF0324;2024-06-03;CDG → DXB;Long-courrier;Économique;7.1;6.0;6.1;6.1;7.8;10.0;4.6;Passif;Peut-être;Affaires;Explorer;Allemande
SAT-012351;VOL-002877;AF1172;2023-02-17;CDG → MAD;Court-courrier;Économique;8.4;8.1;8.2;9.3;8.4;8.5;8.0;Passif;Oui;Loisirs;Explorer;Américaine
SAT-012352;VOL-011214;AF7141;2023-07-08;ORY → BOD;Court-courrier;Économique;7.4;8.4;4.0;6.0;9.0;9.7;8.3;Passif;Oui;Loisirs;Non inscrit;Chinoise
SAT-012353;VOL-015035;AF1152;2023-09-11;CDG → LHR;Court-courrier;Économique;5.5;6.0;7.3;5.5;8.6;1.0;6.7;Détracteur;Peut-être;Loisirs;Explorer;Américaine
SAT-012354;VOL-022558;AF1152;2024-01-16;CDG → LHR;Court-courrier;Premium Éco;8.6;6.4;7.1;8.4;10.0;9.1;8.7;Passif;Oui;Affaires;Explorer;Française
SAT-012355;VOL-045933;AF0286;2025-02-17;CDG → NRT;Long-courrier;Économique;7.0;6.2;6.7;4.2;10.0;4.3;7.8;Passif;Peut-être;Loisirs;Non inscrit;Britannique
SAT-012356;VOL-035913;AF1209;2024-08-31;CDG → IST;Moyen-courrier;Économique;7.1;9.2;5.5;8.8;7.4;2.1;8.6;Passif;Peut-être;Solo;Non inscrit;Autre
SAT-012357;VOL-025815;AF1204;2024-03-10;CDG → ATH;Moyen-courrier;Économique;8.0;6.9;6.9;6.7;7.7;9.8;8.8;Passif;Peut-être;Loisirs;Non inscrit;Allemande
SAT-012358;VOL-006110;AF0211;2023-04-14;CDG → JFK;Long-courrier;Économique;8.6;6.7;8.1;5.3;9.7;10.0;10.0;Passif;Oui;Solo;Non inscrit;Brésilienne
SAT-012359;VOL-024072;AF7613;2024-02-10;CDG → TLS;Court-courrier;Business;6.7;7.9;5.8;9.1;9.1;4.1;7.5;Détracteur;Peut-être;Affaires;Non inscrit;Française
SAT-012360;VOL-004919;AF0228;2023-03-24;CDG → YUL;Long-courrier;Économique;7.2;5.7;9.6;3.3;9.3;8.4;7.4;Passif;Oui;Affaires;Silver;Française
SAT-012361;VOL-015750;AF7600;2023-09-22;CDG → MRS;Court-courrier;Économique;6.6;7.5;3.6;8.5;7.5;7.3;5.0;Détracteur;Oui;Loisirs;Explorer;Britannique
SAT-012362;VOL-022153;AF1209;2024-01-09;CDG → IST;Moyen-courrier;Business;8.5;8.8;7.5;8.8;9.4;9.3;6.6;Passif;Oui;Loisirs;Explorer;Autre
SAT-012363;VOL-007301;AF0314;2023-05-04;CDG → DEL;Long-courrier;Économique;7.3;7.3;4.7;8.4;7.1;8.6;6.8;Passif;Oui;Loisirs;Non inscrit;Autre
SAT-012364;VOL-049667;AF7607;2025-04-23;CDG → LYS;Court-courrier;Économique;8.4;6.2;10.0;10.0;6.6;7.9;7.5;Passif;Oui;Affaires;Non inscrit;Française
SAT-012365;VOL-031224;AF1152;2024-06-11;CDG → LHR;Court-courrier;Économique;8.6;10.0;8.3;9.6;9.1;8.2;8.2;Passif;Oui;Solo;Explorer;Française
SAT-012366;VOL-010178;AF0311;2023-06-21;CDG → SGN;Long-courrier;Économique;7.8;9.8;7.0;7.0;6.7;9.7;7.2;Passif;Oui;Loisirs;Non inscrit;Française
SAT-012367;VOL-014788;AF1267;2023-09-07;CDG → ALG;Court-courrier;Économique;7.1;5.9;8.7;8.0;7.3;8.7;7.7;Passif;Peut-être;Famille;Non inscrit;Britannique
SAT-012368;VOL-030542;AF1157;2024-05-30;CDG → AMS;Court-courrier;Économique;7.4;6.6;3.4;5.1;9.5;8.8;8.9;Passif;Oui;Famille;Non inscrit;Américaine
SAT-012369;VOL-003704;AF1198;2023-03-03;CDG → CPH;Court-courrier;Économique;7.2;6.6;3.6;7.6;8.3;9.2;6.7;Passif;Oui;Affaires;Non inscrit;Autre
SAT-012370;VOL-040033;AF7134;2024-11-09;ORY → NCE;Court-courrier;Économique;7.0;4.2;6.8;8.2;9.1;9.0;10.0;Passif;Peut-être;Loisirs;Explorer;Allemande
SAT-012371;VOL-051100;AF0284;2025-05-16;CDG → JNB;Long-courrier;Business;7.3;6.9;9.6;5.0;9.3;4.9;8.0;Passif;Oui;Loisirs;Explorer;Autre
SAT-012372;VOL-033898;AF1182;2024-07-28;CDG → MUC;Court-courrier;Économique;6.3;7.7;10.0;8.6;5.7;1.0;7.8;Détracteur;Peut-être;Affaires;Non inscrit;Autre
SAT-012373;VOL-026552;AF0304;2024-03-23;CDG → BKK;Long-courrier;Économique;8.6;8.1;9.1;9.3;7.8;9.3;7.5;Passif;Oui;Solo;Explorer;Française
SAT-012374;VOL-045318;AF0304;2025-02-06;CDG → BKK;Long-courrier;Premium Éco;7.1;6.0;6.5;9.8;5.8;9.2;5.6;Passif;Oui;Loisirs;Non inscrit;Allemande
SAT-012375;VOL-033294;AF7145;2024-07-18;ORY → NTE;Court-courrier;Premium Éco;7.4;7.2;7.1;5.6;9.7;7.2;6.7;Passif;Oui;Affaires;Non inscrit;Autre
SAT-012376;VOL-030401;AF7128;2024-05-27;ORY → MRS;Court-courrier;Économique;8.1;7.3;7.6;8.1;7.8;8.7;9.4;Passif;Oui;Affaires;Non inscrit;Britannique
SAT-012377;VOL-039096;AF1267;2024-10-24;CDG → ALG;Court-courrier;Économique;7.1;6.3;4.8;7.2;8.0;9.2;7.5;Passif;Peut-être;Solo;Silver;Brésilienne
SAT-012378;VOL-002259;AF7134;2023-02-07;ORY → NCE;Court-courrier;Économique;7.8;8.1;8.1;7.0;8.2;5.2;8.5;Passif;Non;Loisirs;Explorer;Française
SAT-012379;VOL-001335;AF0346;2023-01-23;CDG → RUN;Long-courrier;Premium Éco;7.3;5.6;4.8;8.9;8.1;9.3;6.8;Passif;Oui;Solo;Non inscrit;Chinoise
SAT-012380;VOL-045788;AF0216;2025-02-15;CDG → LAX;Long-courrier;Business;6.4;3.9;4.3;6.6;8.8;8.1;8.1;Détracteur;Oui;Famille;Non inscrit;Japonaise
SAT-012381;VOL-041957;AF0292;2024-12-11;CDG → PVG;Long-courrier;Premium Éco;7.5;7.8;7.4;5.2;10.0;9.0;5.7;Passif;Peut-être;Loisirs;Non inscrit;Autre
SAT-012382;VOL-009232;AF1187;2023-06-05;CDG → VIE;Court-courrier;Business;7.9;6.9;8.1;6.6;8.6;10.0;6.9;Passif;Peut-être;Affaires;Non inscrit;Autre
SAT-012383;VOL-031591;AF1152;2024-06-18;CDG → LHR;Court-courrier;Économique;7.9;8.1;5.0;8.1;8.3;9.3;8.0;Passif;Oui;Solo;Non inscrit;Brésilienne
SAT-012384;VOL-032640;AF0324;2024-07-07;CDG → DXB;Long-courrier;Business;8.4;9.5;6.0;7.3;8.8;9.5;8.4;Passif;Oui;Affaires;Platinum;Française
SAT-012385;VOL-023311;AF1159;2024-01-29;CDG → FRA;Court-courrier;Premium Éco;7.9;10.0;4.9;6.1;8.5;9.4;7.2;Passif;Oui;Famille;Non inscrit;Française
SAT-012386;VOL-041382;AF0228;2024-12-01;CDG → YUL;Long-courrier;Business;8.3;6.9;10.0;9.2;8.5;10.0;5.9;Passif;Oui;Loisirs;Explorer;Américaine
SAT-012387;VOL-012980;AF0314;2023-08-08;CDG → DEL;Long-courrier;Économique;7.3;7.9;5.4;4.4;10.0;10.0;7.1;Passif;Peut-être;Famille;Non inscrit;Française
SAT-012388;VOL-002453;AF1182;2023-02-10;CDG → MUC;Court-courrier;Économique;7.7;8.3;7.7;6.0;8.0;6.0;9.5;Passif;Peut-être;Solo;Gold;Française
SAT-012389;VOL-044527;AF1182;2025-01-24;CDG → MUC;Court-courrier;Business;7.3;10.0;8.0;7.1;6.9;1.3;8.4;Passif;Oui;Solo;Non inscrit;Autre
SAT-012390;VOL-026772;AF1267;2024-03-27;CDG → ALG;Court-courrier;Économique;8.3;8.5;7.1;8.4;7.4;10.0;7.8;Passif;Oui;Loisirs;Explorer;Américaine
SAT-012391;VOL-044161;AF1198;2025-01-17;CDG → CPH;Court-courrier;Économique;7.5;5.8;9.2;7.0;8.0;9.7;6.0;Passif;Oui;Affaires;Non inscrit;Autre
SAT-012392;VOL-035390;AF1198;2024-08-22;CDG → CPH;Court-courrier;Économique;6.3;6.9;5.7;6.1;5.6;10.0;5.9;Détracteur;Peut-être;Famille;Non inscrit;Américaine
SAT-012393;VOL-013914;AF1263;2023-08-23;CDG → CMN;Court-courrier;Économique;8.7;8.0;9.5;7.3;8.9;9.1;10.0;Passif;Oui;Loisirs;Explorer;Française
SAT-012394;VOL-043524;AF1182;2025-01-06;CDG → MUC;Court-courrier;Premium Éco;7.9;10.0;8.0;6.3;8.8;8.6;8.1;Passif;Oui;Loisirs;Non inscrit;Autre
SAT-012395;VOL-029681;AF0346;2024-05-15;CDG → RUN;Long-courrier;Économique;8.0;8.9;7.2;7.0;8.1;10.0;8.3;Passif;Oui;Famille;Platinum;Autre
SAT-012396;VOL-046805;AF7607;2025-03-04;CDG → LYS;Court-courrier;Économique;8.3;8.9;6.9;6.9;9.8;9.5;10.0;Passif;Oui;Loisirs;Explorer;Américaine
SAT-012397;VOL-038008;AF0320;2024-10-06;CDG → SIN;Long-courrier;Économique;7.1;6.8;7.7;6.3;7.1;9.9;4.4;Passif;Oui;Famille;Non inscrit;Allemande
SAT-012398;VOL-043959;AF1157;2025-01-13;CDG → AMS;Court-courrier;Business;7.0;7.8;5.8;5.3;7.2;9.6;5.4;Passif;Non;Famille;Explorer;Autre
SAT-012399;VOL-035125;AF1176;2024-08-18;CDG → BCN;Court-courrier;Économique;6.8;7.4;9.3;3.9;10.0;4.8;7.2;Détracteur;Non;Loisirs;Silver;Française
SAT-012400;VOL-005038;AF1209;2023-03-27;CDG → IST;Moyen-courrier;Business;7.9;6.9;5.1;7.4;9.6;9.9;7.6;Passif;Oui;Loisirs;Non inscrit;Autre
SAT-012401;VOL-025036;AF7613;2024-02-26;CDG → TLS;Court-courrier;Business;8.9;10.0;10.0;7.1;10.0;10.0;9.0;Passif;Non;Solo;Gold;Française
SAT-012402;VOL-033208;AF0216;2024-07-17;CDG → LAX;Long-courrier;Économique;6.4;8.4;4.6;5.9;5.7;7.3;7.7;Détracteur;Peut-être;Loisirs;Explorer;Autre
SAT-012403;VOL-017521;AF0228;2023-10-23;CDG → YUL;Long-courrier;Économique;6.4;4.6;8.0;2.1;8.1;9.7;6.2;Détracteur;Oui;Affaires;Non inscrit;Américaine
SAT-012404;VOL-012492;AF1152;2023-07-30;CDG → LHR;Court-courrier;Économique;7.4;7.4;5.2;5.0;8.4;8.5;7.7;Passif;Oui;Loisirs;Silver;Brésilienne
SAT-012405;VOL-048712;AF0284;2025-04-07;CDG → JNB;Long-courrier;Économique;8.1;6.7;7.8;7.8;7.7;9.9;8.3;Passif;Oui;Famille;Non inscrit;Française
SAT-012406;VOL-039163;AF1159;2024-10-25;CDG → FRA;Court-courrier;Économique;8.0;6.1;9.1;5.9;9.0;8.5;10.0;Passif;Peut-être;Affaires;Explorer;Autre
SAT-012407;VOL-031365;AF7132;2024-06-14;ORY → TLS;Court-courrier;Business;7.7;7.9;6.5;8.2;7.5;9.4;8.0;Passif;Peut-être;Affaires;Gold;Française
SAT-012408;VOL-048016;AF0346;2025-03-25;CDG → RUN;Long-courrier;Économique;6.0;6.5;3.7;7.7;7.8;7.8;6.1;Détracteur;Oui;Loisirs;Gold;Française
SAT-012409;VOL-043746;AF7618;2025-01-10;CDG → NCE;Court-courrier;Premium Éco;7.8;4.8;7.3;7.2;7.1;10.0;10.0;Passif;Oui;Loisirs;Explorer;Britannique
SAT-012410;VOL-051601;AF1267;2025-05-25;CDG → ALG;Court-courrier;Économique;7.2;6.7;8.4;4.1;7.4;7.5;8.2;Passif;Peut-être;Loisirs;Non inscrit;Américaine
SAT-012411;VOL-040922;AF1192;2024-11-24;CDG → ZRH;Court-courrier;Économique;6.7;6.9;3.1;6.0;7.3;8.7;7.9;Détracteur;Peut-être;Loisirs;Non inscrit;Allemande
SAT-012412;VOL-004400;AF1187;2023-03-16;CDG → VIE;Court-courrier;Économique;6.6;9.4;3.6;6.2;9.0;8.6;4.8;Détracteur;Oui;Affaires;Explorer;Française
SAT-012413;VOL-019872;AF7618;2023-12-01;CDG → NCE;Court-courrier;Économique;6.4;6.5;4.5;7.4;7.2;7.4;5.8;Détracteur;Non;Solo;Non inscrit;Française
SAT-012414;VOL-021393;AF1182;2023-12-27;CDG → MUC;Court-courrier;Économique;7.6;6.7;8.8;6.8;7.1;8.6;5.0;Passif;Oui;Famille;Silver;Française
SAT-012415;VOL-044972;AF0232;2025-02-01;CDG → MIA;Long-courrier;Économique;8.4;9.8;8.0;5.4;8.6;10.0;8.5;Passif;Oui;Loisirs;Gold;Brésilienne
SAT-012416;VOL-032992;AF1204;2024-07-12;CDG → ATH;Moyen-courrier;Économique;8.3;8.7;6.8;8.2;7.7;9.8;10.0;Passif;Oui;Solo;Non inscrit;Américaine
SAT-012417;VOL-031857;AF1180;2024-06-23;CDG → LIS;Court-courrier;Économique;7.2;5.0;5.3;9.3;6.2;9.0;8.9;Passif;Peut-être;Solo;Non inscrit;Américaine
SAT-012418;VOL-043508;AF1267;2025-01-06;CDG → ALG;Court-courrier;Premium Éco;7.7;10.0;7.4;4.8;8.9;8.7;8.8;Passif;Peut-être;Loisirs;Gold;Autre
SAT-012419;VOL-030781;AF1159;2024-06-03;CDG → FRA;Court-courrier;Économique;7.8;6.7;8.0;9.0;7.0;10.0;8.2;Passif;Peut-être;Loisirs;Silver;Française
SAT-012420;VOL-026473;AF0211;2024-03-22;CDG → JFK;Long-courrier;Économique;7.7;10.0;7.5;8.9;9.2;8.7;4.9;Passif;Oui;Famille;Non inscrit;Japonaise
SAT-012421;VOL-008672;AF1278;2023-05-26;CDG → ABJ;Moyen-courrier;Économique;7.2;8.4;5.1;5.1;7.0;9.7;8.2;Passif;Oui;Solo;Non inscrit;Autre
SAT-012422;VOL-037720;AF0320;2024-10-01;CDG → SIN;Long-courrier;Économique;6.8;7.9;6.5;3.5;7.3;9.5;7.8;Détracteur;Oui;Affaires;Non inscrit;Allemande
SAT-012423;VOL-047953;AF0256;2025-03-23;CDG → BOG;Long-courrier;Économique;8.0;9.7;6.8;5.7;7.6;10.0;7.6;Passif;Oui;Affaires;Silver;Autre
SAT-012424;VOL-041579;AF1157;2024-12-05;CDG → AMS;Court-courrier;Économique;7.8;5.9;9.4;7.9;7.6;4.8;8.6;Passif;Oui;Loisirs;Platinum;Japonaise
SAT-012425;VOL-038238;AF1180;2024-10-10;CDG → LIS;Court-courrier;Économique;7.8;5.2;6.8;7.2;7.6;10.0;8.2;Passif;Oui;Loisirs;Non inscrit;Britannique
SAT-012426;VOL-003833;AF7600;2023-03-05;CDG → MRS;Court-courrier;Économique;8.3;8.9;4.9;8.0;6.7;10.0;8.2;Passif;Peut-être;Affaires;Gold;Française
SAT-012427;VOL-040721;AF1263;2024-11-20;CDG → CMN;Court-courrier;Business;7.2;7.8;8.1;8.1;8.3;6.7;4.5;Passif;Oui;Affaires;Explorer;Britannique
SAT-012428;VOL-051333;AF1152;2025-05-20;CDG → LHR;Court-courrier;Économique;7.7;7.8;9.1;6.8;7.8;3.0;9.3;Passif;Oui;Affaires;Non inscrit;Allemande
SAT-012429;VOL-034994;AF1159;2024-08-16;CDG → FRA;Court-courrier;Économique;7.6;7.2;8.0;6.7;6.9;9.2;8.2;Passif;Peut-être;Famille;Gold;Autre
SAT-012430;VOL-010059;AF7618;2023-06-19;CDG → NCE;Court-courrier;Économique;7.5;7.4;6.4;9.1;6.7;9.3;4.9;Passif;Oui;Loisirs;Silver;Française
SAT-012431;VOL-036651;AF7620;2024-09-13;CDG → BOD;Court-courrier;Économique;6.8;5.8;7.4;6.9;8.1;6.5;7.3;Détracteur;Peut-être;Famille;Non inscrit;Britannique
SAT-012432;VOL-044488;AF7618;2025-01-23;CDG → NCE;Court-courrier;Économique;6.0;7.5;7.0;5.8;5.9;2.6;10.0;Détracteur;Oui;Famille;Non inscrit;Américaine
SAT-012433;VOL-033190;AF1172;2024-07-16;CDG → MAD;Court-courrier;Économique;7.6;8.5;5.4;8.0;7.5;9.9;5.4;Passif;Oui;Famille;Non inscrit;Allemande
SAT-012434;VOL-040235;AF7618;2024-11-12;CDG → NCE;Court-courrier;Économique;6.5;5.5;7.5;7.5;6.5;4.5;8.6;Détracteur;Oui;Loisirs;Non inscrit;Française
SAT-012435;VOL-025042;AF7613;2024-02-26;CDG → TLS;Court-courrier;Économique;8.0;8.6;8.0;8.9;7.3;9.0;8.1;Passif;Peut-être;Solo;Non inscrit;Britannique
SAT-012436;VOL-040564;AF0341;2024-11-17;CDG → FDF;Long-courrier;Économique;7.9;5.3;7.2;6.8;8.7;8.5;8.9;Passif;Oui;Famille;Non inscrit;Britannique
SAT-012437;VOL-045442;AF0235;2025-02-09;CDG → ATL;Long-courrier;Économique;7.8;7.6;5.6;7.0;8.1;9.6;9.4;Passif;Non;Loisirs;Explorer;Autre
SAT-012438;VOL-012959;AF0320;2023-08-07;CDG → SIN;Long-courrier;Économique;7.4;4.6;5.5;10.0;6.6;9.5;7.6;Passif;Oui;Loisirs;Non inscrit;Française
SAT-012439;VOL-045545;AF0228;2025-02-10;CDG → YUL;Long-courrier;Économique;7.7;9.8;4.2;4.2;7.4;10.0;7.5;Passif;Peut-être;Solo;Non inscrit;Américaine
SAT-012440;VOL-001284;AF1159;2023-01-22;CDG → FRA;Court-courrier;Économique;6.0;3.6;7.1;5.8;6.5;8.4;5.0;Détracteur;Oui;Affaires;Non inscrit;Britannique
SAT-012441;VOL-008641;AF7600;2023-05-26;CDG → MRS;Court-courrier;Économique;8.8;6.6;6.5;8.7;9.5;10.0;10.0;Passif;Oui;Affaires;Gold;Américaine
SAT-012442;VOL-048072;AF0211;2025-03-26;CDG → JFK;Long-courrier;Économique;6.0;5.7;4.1;6.1;7.1;9.0;7.0;Détracteur;Oui;Famille;Explorer;Britannique
SAT-012443;VOL-035391;AF7613;2024-08-22;CDG → TLS;Court-courrier;Premium Éco;8.6;7.2;6.9;9.0;8.1;9.6;8.8;Passif;Non;Loisirs;Non inscrit;Française
SAT-012444;VOL-035293;AF1176;2024-08-21;CDG → BCN;Court-courrier;Économique;7.9;9.0;4.8;8.3;8.8;9.5;9.0;Passif;Peut-être;Loisirs;Explorer;Américaine
SAT-012445;VOL-037457;AF7620;2024-09-26;CDG → BOD;Court-courrier;Premium Éco;8.4;3.9;9.0;6.7;10.0;10.0;8.4;Passif;Oui;Solo;Explorer;Brésilienne
SAT-012446;VOL-013946;AF7134;2023-08-23;ORY → NCE;Court-courrier;Premium Éco;6.9;6.2;7.3;4.1;7.7;8.4;6.8;Détracteur;Oui;Affaires;Silver;Française
SAT-012447;VOL-043257;AF1152;2025-01-02;CDG → LHR;Court-courrier;Économique;7.7;8.2;5.4;6.8;8.4;10.0;7.9;Passif;Oui;Loisirs;Explorer;Française
SAT-012448;VOL-022264;AF1180;2024-01-11;CDG → LIS;Court-courrier;Économique;6.3;4.6;6.4;8.8;8.2;1.0;9.9;Détracteur;Peut-être;Solo;Explorer;Française
SAT-012449;VOL-020117;AF7143;2023-12-04;ORY → LYS;Court-courrier;Business;8.5;6.7;9.5;6.7;7.5;10.0;9.8;Passif;Non;Affaires;Non inscrit;Française
SAT-012450;VOL-049043;AF7626;2025-04-13;CDG → NTE;Court-courrier;Économique;8.4;6.1;8.0;9.2;9.1;10.0;7.9;Passif;Oui;Loisirs;Silver;Japonaise
SAT-012451;VOL-001023;AF1152;2023-01-18;CDG → LHR;Court-courrier;Économique;6.7;6.6;2.1;7.4;8.8;8.5;8.0;Détracteur;Peut-être;Famille;Non inscrit;Autre
SAT-012452;VOL-018917;AF7607;2023-11-15;CDG → LYS;Court-courrier;Business;7.6;6.1;9.0;7.3;9.3;2.9;9.3;Passif;Oui;Solo;Non inscrit;Autre
SAT-012453;VOL-028063;AF7626;2024-04-19;CDG → NTE;Court-courrier;Économique;7.8;7.4;9.1;5.8;9.0;10.0;5.5;Passif;Oui;Loisirs;Non inscrit;Française
SAT-012454;VOL-017795;AF1152;2023-10-27;CDG → LHR;Court-courrier;Économique;8.1;8.3;6.3;9.0;7.0;10.0;8.1;Passif;Oui;Affaires;Non inscrit;Française
SAT-012455;VOL-037111;AF1334;2024-09-20;CDG → TLV;Moyen-courrier;Premium Éco;7.6;6.9;8.9;7.6;7.2;10.0;5.7;Passif;Oui;Famille;Non inscrit;Américaine
SAT-012456;VOL-030244;AF1200;2024-05-25;CDG → ARN;Court-courrier;Économique;7.2;6.1;8.4;5.9;7.5;7.0;6.3;Passif;Oui;Loisirs;Explorer;Allemande
SAT-012457;VOL-007275;AF0341;2023-05-04;CDG → FDF;Long-courrier;Business;8.1;8.8;6.1;4.9;8.2;10.0;8.1;Passif;Oui;Loisirs;Non inscrit;Japonaise
SAT-012458;VOL-046677;AF0301;2025-03-02;CDG → ICN;Long-courrier;Économique;7.9;7.3;6.2;7.2;7.8;10.0;8.8;Passif;Oui;Loisirs;Non inscrit;Autre
SAT-012459;VOL-046201;AF1209;2025-02-21;CDG → IST;Moyen-courrier;Économique;7.8;8.9;7.2;8.2;7.0;10.0;6.1;Passif;Oui;Famille;Non inscrit;Française
SAT-012460;VOL-022468;AF7613;2024-01-15;CDG → TLS;Court-courrier;Économique;7.0;7.2;6.4;4.1;8.2;9.3;7.5;Passif;Oui;Affaires;Explorer;Japonaise
SAT-012461;VOL-027787;AF1334;2024-04-14;CDG → TLV;Moyen-courrier;Premium Éco;6.8;6.4;8.1;4.9;9.7;9.2;5.8;Détracteur;Peut-être;Affaires;Explorer;Française
SAT-012462;VOL-026369;AF0338;2024-03-20;CDG → PTP;Long-courrier;Économique;7.6;6.1;7.5;8.6;6.5;9.2;6.2;Passif;Oui;Solo;Silver;Américaine
SAT-012463;VOL-049220;AF0284;2025-04-16;CDG → JNB;Long-courrier;Économique;6.3;9.5;7.6;6.8;7.0;4.4;3.2;Détracteur;Oui;Solo;Non inscrit;Japonaise
SAT-012464;VOL-043694;AF1176;2025-01-09;CDG → BCN;Court-courrier;Business;8.4;7.7;7.3;8.1;10.0;9.2;8.7;Passif;Peut-être;Affaires;Gold;Autre
SAT-012465;VOL-006197;AF7134;2023-04-15;ORY → NCE;Court-courrier;Économique;7.2;6.8;6.6;8.8;7.2;10.0;4.6;Passif;Oui;Affaires;Platinum;Autre
SAT-012466;VOL-037615;AF1157;2024-09-29;CDG → AMS;Court-courrier;Économique;8.8;7.0;7.9;6.9;7.3;10.0;7.9;Passif;Oui;Famille;Gold;Américaine
SAT-012467;VOL-028160;AF0228;2024-04-20;CDG → YUL;Long-courrier;Économique;6.6;5.3;2.9;8.0;7.3;10.0;7.2;Détracteur;Oui;Loisirs;Non inscrit;Américaine
SAT-012468;VOL-046292;AF7600;2025-02-23;CDG → MRS;Court-courrier;Économique;6.2;7.6;7.8;6.2;7.3;1.0;6.2;Détracteur;Oui;Affaires;Explorer;Brésilienne
SAT-012469;VOL-042871;AF1180;2024-12-27;CDG → LIS;Court-courrier;Économique;7.8;6.5;6.2;6.7;9.9;10.0;6.8;Passif;Oui;Loisirs;Non inscrit;Autre
SAT-012470;VOL-028770;AF7607;2024-04-30;CDG → LYS;Court-courrier;Économique;7.8;10.0;6.3;2.1;8.0;8.7;7.1;Passif;Peut-être;Loisirs;Silver;Française
SAT-012471;VOL-004160;AF0235;2023-03-11;CDG → ATL;Long-courrier;Économique;6.3;6.5;6.8;5.4;4.8;10.0;6.5;Détracteur;Oui;Loisirs;Gold;Française
SAT-012472;VOL-042753;AF7618;2024-12-25;CDG → NCE;Court-courrier;Économique;8.0;10.0;7.8;3.8;8.2;9.8;7.3;Passif;Oui;Famille;Gold;Française
SAT-012473;VOL-021726;AF7132;2024-01-02;ORY → TLS;Court-courrier;Économique;7.0;8.7;5.9;6.3;6.7;8.6;6.8;Passif;Peut-être;Famille;Non inscrit;Française
SAT-012474;VOL-013486;AF0223;2023-08-16;CDG → SFO;Long-courrier;Économique;5.3;4.2;6.7;6.9;8.2;1.0;8.0;Détracteur;Non;Affaires;Non inscrit;Française
SAT-012475;VOL-042556;AF7618;2024-12-22;CDG → NCE;Court-courrier;Économique;6.2;5.3;2.2;6.0;9.2;6.7;8.1;Détracteur;Peut-être;Affaires;Non inscrit;Autre
SAT-012476;VOL-019570;AF7618;2023-11-26;CDG → NCE;Court-courrier;Économique;7.0;8.6;4.2;9.1;7.4;7.1;5.9;Passif;Oui;Loisirs;Non inscrit;Française
